truth_table,bias,influence_0,influence_1,influence_2,influence_3,fourier_energy_degree_0,fourier_energy_degree_1,fourier_energy_degree_2,fourier_energy_degree_3,fourier_energy_degree_4,algebraic_degree,input_symmetries,anf_terms_degree_0,fourier_l1_degree_0,fourier_negative_degree_0,fourier_zero_degree_0,anf_terms_degree_1,fourier_l1_degree_1,fourier_negative_degree_1,fourier_zero_degree_1,anf_terms_degree_2,fourier_l1_degree_2,fourier_negative_degree_2,fourier_zero_degree_2,anf_terms_degree_3,fourier_l1_degree_3,fourier_negative_degree_3,fourier_zero_degree_3,anf_terms_degree_4,fourier_l1_degree_4,fourier_negative_degree_4,fourier_zero_degree_4,sensitivity_variance,maximum_local_sensitivity,zero_conditional_sensitivity,one_conditional_sensitivity,khrapchenko_product,order_2_derivative_std,order_2_derivative_max,order_3_derivative_std,order_3_derivative_max,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,constant_faces_codimension_1,constant_faces_codimension_2,constant_faces_codimension_3,decision_tree_depth,decision_tree_leaf_count,and_factorable_partitions,or_factorable_partitions,xor_factorable_partitions,prime_0_count,prime_0_mean_literals,prime_0_minimum_literals,prime_1_count,prime_1_mean_literals,prime_1_minimum_literals,one_region_components,zero_region_components,total_monochromatic_components,maximum_absolute_walsh,fourier_entropy,canalizing_variable_count,cofactor_orbit_diversity,target_NAND,target_NOR,target_AND_OR_NOT
56231,6,6,10,10,10,36,16,56,144,4,4,2,1,6,0,0,1,8,2,0,4,16,1,0,2,20,3,0,1,2,1,0,1.1875,4,3.6,1.6363636363636365,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,3.6,2.6363636363636362,0,1,14,4,10,0,0,0,4,3.75,3,10,2.9,2,1,4,5,10,2.848681565885773,0,6,14,17,13
56232,2,6,6,10,10,4,80,88,80,4,4,1,0,2,0,0,1,16,4,0,3,20,4,0,2,16,2,0,1,2,0,0,0.75,4,2.2857142857142856,1.7777777777777777,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5714285714285716,2.5555555555555554,0,2,16,4,9,0,0,0,4,3.0,2,7,2.857142857142857,2,1,2,3,6,3.325375780033049,0,8,11,12,11
56233,4,8,8,8,12,16,32,96,96,16,3,1,1,4,0,0,3,8,2,2,3,16,1,3,2,16,1,1,0,4,0,0,0.9375,4,3.0,1.8,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,3.3333333333333335,2.6,0,1,14,4,9,0,0,0,5,3.4,3,8,2.875,2,1,3,4,8,3.0,0,8,14,15,13
56234,4,4,4,8,12,16,80,112,48,0,3,1,0,4,0,0,2,12,2,2,2,20,2,2,3,12,2,1,0,0,0,1,0.6875,4,2.3333333333333335,1.4,3.2666666666666666,0.171796067734,0.75,0.0,0.5,2.375,4,2.5,2.3,0,4,18,4,8,0,0,0,3,3.0,2,7,2.5714285714285716,2,1,2,3,8,3.0,0,8,9,11,9
56235,6,6,6,6,10,36,48,120,48,4,4,1,1,6,0,0,2,12,2,0,4,24,2,0,1,12,2,0,1,2,0,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,3.2,2.1818181818181817,0,4,18,4,8,0,0,0,4,3.25,3,7,2.4285714285714284,2,1,2,3,6,3.325375780033049,0,8,10,13,9
56236,4,8,8,8,12,16,48,48,144,0,3,1,0,4,0,0,2,12,3,1,2,12,2,3,1,20,2,1,0,0,0,1,0.9375,4,3.0,1.8,5.4,0.144337567297,0.75,0.125,0.5,2.875,4,3.3333333333333335,2.6,0,1,14,4,10,0,0,0,5,3.4,3,8,2.875,2,1,3,4,8,3.0,0,7,14,16,13
56237,6,6,10,10,10,36,16,56,144,4,4,1,1,6,0,0,2,8,3,0,4,16,2,0,3,20,2,0,1,2,0,0,1.1875,4,3.6,1.6363636363636365,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,3.6,2.6363636363636362,0,1,14,4,10,0,0,0,4,3.75,3,10,2.9,2,1,4,5,10,2.848681565885773,0,7,14,17,14
56238,6,6,6,10,10,36,48,56,112,4,4,1,0,6,0,0,3,12,3,0,3,16,3,0,2,20,3,0,1,2,1,0,1.25,4,3.2,1.4545454545454546,4.654545454545455,0.117851130198,0.625,0.0,0.375,2.6875,4,3.4,2.3636363636363638,0,3,16,4,10,0,0,0,4,3.5,3,8,2.625,2,1,3,4,6,3.325375780033049,0,8,13,16,12
56239,8,4,8,8,8,64,32,64,96,0,3,1,1,8,0,0,1,8,1,2,3,16,1,2,2,16,2,1,0,0,0,1,1.4375,4,3.5,1.1666666666666667,4.083333333333334,0.117851130198,0.5,0.108253175473,0.5,2.5,4,3.5,2.1666666666666665,0,5,18,4,9,0,0,0,3,3.6666666666666665,3,8,2.375,2,1,3,4,8,3.0,0,7,11,15,10
56240,2,6,6,10,10,4,80,88,80,4,4,2,0,2,0,0,2,16,3,0,3,20,3,0,3,16,3,0,1,2,1,0,0.75,4,2.2857142857142856,1.7777777777777777,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.8125,4,2.5714285714285716,3.0,0,1,16,4,10,0,0,0,4,3.0,2,10,3.0,3,1,2,3,6,3.325375780033049,0,6,12,12,10
56241,4,8,8,8,8,16,48,112,80,0,3,2,1,4,0,0,2,12,2,1,3,20,1,2,1,12,1,2,0,0,0,1,0.75,4,2.6666666666666665,1.6,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,3.1666666666666665,2.6,0,1,16,4,9,0,0,0,5,3.2,3,9,2.888888888888889,2,1,2,3,8,3.0,0,6,11,15,11
56242,4,8,8,8,8,16,64,96,64,16,2,6,0,4,0,0,3,16,3,0,6,24,3,0,0,16,3,0,0,4,1,0,1.0,4,2.6666666666666665,1.6,4.266666666666667,0.0,0.5,0.0,0.5,3.0625,4,3.1666666666666665,3.0,0,0,16,4,12,0,0,0,5,3.2,3,12,3.0,3,1,2,3,4,4.0,0,4,16,16,13
56243,6,6,6,6,10,36,48,120,48,4,4,6,1,6,0,0,1,12,3,0,0,24,3,0,4,12,3,0,1,2,1,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.625,4,3.2,2.3636363636363638,0,3,18,4,10,0,0,0,4,3.25,3,9,2.6666666666666665,2,1,2,3,6,3.325375780033049,0,4,10,15,10
56244,4,8,8,12,12,16,32,32,160,16,3,2,0,4,0,0,3,8,2,2,2,8,1,4,2,24,3,0,0,4,1,0,1.0,4,3.3333333333333335,2.0,6.666666666666667,0.093169499062,0.5,0.125,0.5,3.25,4,3.5,3.1,0,0,12,4,12,0,0,0,5,3.6,3,11,3.090909090909091,3,2,4,6,8,3.0,0,6,18,18,15
56245,6,6,10,10,10,36,16,56,144,4,4,2,1,6,0,0,1,8,2,0,4,16,1,0,2,20,3,0,1,2,1,0,1.1875,4,3.6,1.6363636363636365,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,3.6,2.6363636363636362,0,1,14,4,10,0,0,0,4,3.75,3,10,2.9,2,1,4,5,10,2.848681565885773,0,6,14,17,13
56246,6,10,10,10,10,36,16,24,144,36,4,6,0,6,0,0,4,8,3,0,3,12,3,0,3,24,3,0,1,6,1,0,1.5,4,4.0,1.8181818181818181,7.2727272727272725,0.0,0.375,0.0,0.375,3.375,4,4.0,3.090909090909091,0,0,12,4,13,0,0,0,5,4.0,4,13,3.076923076923077,3,2,5,7,6,3.325375780033049,0,4,20,20,16
56247,8,8,8,8,8,64,16,48,112,16,3,6,1,8,0,0,0,4,0,3,3,12,0,3,1,20,3,0,0,4,1,0,1.75,4,4.0,1.3333333333333333,5.333333333333333,0.125,0.5,0.108253175473,0.5,2.8125,4,4.0,2.4166666666666665,0,3,16,4,11,0,0,0,4,4.0,4,10,2.7,2,1,4,5,8,3.0,0,4,14,19,13
56248,4,8,8,8,8,16,48,112,80,0,3,2,0,4,0,0,2,12,3,1,4,20,3,2,1,12,1,2,0,0,0,1,0.75,4,2.6666666666666665,1.6,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,3.1666666666666665,2.6,0,1,16,4,9,0,0,0,5,3.2,3,9,2.888888888888889,2,1,2,3,8,3.0,0,6,10,14,10
56249,6,6,6,10,10,36,16,120,80,4,4,2,1,6,0,0,2,8,3,0,2,20,3,0,3,16,1,0,1,2,0,0,1.0,4,3.2,1.4545454545454546,4.654545454545455,0.190940653956,0.625,0.25,0.625,2.625,4,3.4,2.272727272727273,0,2,16,4,9,0,0,0,4,3.5,3,8,2.75,2,1,3,4,10,2.848681565885773,0,6,11,15,11
56250,6,6,6,6,10,36,48,120,48,4,4,2,0,6,0,0,3,12,3,0,5,24,3,0,2,12,3,0,1,2,1,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.625,4,3.2,2.3636363636363638,0,3,18,4,10,0,0,0,4,3.25,3,9,2.6666666666666665,2,1,2,3,6,3.325375780033049,0,6,12,14,11
56251,8,4,4,8,8,64,32,128,32,0,3,2,1,8,0,0,1,8,1,2,1,24,2,1,2,8,1,2,0,0,0,1,1.0,4,3.0,1.0,3.0,0.093169499062,0.5,0.125,0.5,2.375,4,3.25,2.0833333333333335,0,6,20,4,8,0,0,0,3,3.3333333333333335,3,8,2.25,2,1,2,3,8,3.0,0,6,8,13,8
56252,6,6,10,10,10,36,16,56,144,4,4,2,0,6,0,0,3,8,4,0,1,16,5,0,4,20,3,0,1,2,1,0,1.1875,4,3.6,1.6363636363636365,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,3.6,2.6363636363636362,0,1,14,4,10,0,0,0,4,3.75,3,10,2.9,2,1,4,5,10,2.848681565885773,0,6,15,17,13
56253,8,8,8,8,8,64,0,64,128,0,2,2,1,8,0,0,1,0,0,4,5,8,0,5,0,16,1,2,0,0,0,1,1.5,4,4.0,1.3333333333333333,5.333333333333333,0.186338998125,0.5,0.25,0.5,2.75,4,4.0,2.3333333333333335,0,2,16,4,10,0,0,0,4,4.0,4,10,2.8,2,1,4,5,8,2.0,0,5,14,17,13
56254,8,8,8,8,8,64,16,48,112,16,3,2,0,8,0,0,4,4,1,3,4,12,2,3,1,20,3,0,0,4,1,0,1.75,4,4.0,1.3333333333333333,5.333333333333333,0.125,0.5,0.108253175473,0.5,2.8125,4,4.0,2.4166666666666665,0,3,16,4,11,0,0,0,4,4.0,4,10,2.7,2,1,4,5,8,3.0,0,6,16,17,14
56255,10,6,6,6,6,100,16,56,80,4,4,2,1,10,0,0,0,8,1,0,2,16,2,0,3,16,3,0,1,2,1,0,1.75,4,4.0,0.9230769230769231,3.6923076923076925,0.093169499062,0.375,0.125,0.375,2.4375,4,4.0,2.076923076923077,0,7,20,4,9,0,0,0,3,4.0,4,9,2.2222222222222223,2,1,3,4,10,2.848681565885773,0,5,10,16,10
56256,0,4,8,8,8,0,96,128,32,0,3,1,0,0,0,1,1,16,3,1,2,24,3,1,2,8,1,2,0,0,0,1,0.4375,3,1.75,1.75,3.0625,0.117851130198,0.75,0.207289049397,0.75,2.375,3,2.25,2.5,0,3,18,3,8,0,0,0,4,2.5,2,6,2.8333333333333335,2,1,1,2,8,3.0,0,7,8,9,8
56257,2,6,6,10,10,4,48,152,48,4,4,1,1,2,0,0,3,12,3,0,4,24,3,0,2,12,1,0,1,2,0,0,0.5,3,2.2857142857142856,1.7777777777777777,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,3.0,2.5555555555555554,0,1,16,4,8,0,0,0,6,3.0,3,7,2.857142857142857,2,1,1,2,10,2.848681565885773,0,8,11,12,11
56258,2,6,6,10,10,4,48,152,48,4,4,1,0,2,0,0,2,12,4,0,5,24,4,0,1,12,2,0,1,2,1,0,0.5,3,2.2857142857142856,1.7777777777777777,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,3.0,2.5555555555555554,0,1,16,4,8,0,0,0,6,3.0,3,7,2.857142857142857,2,1,1,2,10,2.848681565885773,0,8,10,12,9
56259,4,4,4,12,12,16,16,176,48,0,3,1,1,4,0,0,2,4,1,3,1,20,1,3,3,12,1,1,0,0,0,1,0.5,3,2.6666666666666665,1.6,4.266666666666667,0.235702260396,0.75,0.324759526419,0.75,2.5,3,3.0,2.2,0,2,16,4,8,0,0,0,4,3.0,3,6,2.6666666666666665,2,1,2,3,12,2.216917186688699,0,7,8,12,9
56260,2,6,6,10,10,4,80,88,80,4,4,1,0,2,0,0,2,16,3,0,1,20,3,0,3,16,3,0,1,2,1,0,0.75,4,2.2857142857142856,1.7777777777777777,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5714285714285716,2.5555555555555554,0,2,16,4,9,0,0,0,4,3.0,2,7,2.857142857142857,2,1,2,3,6,3.325375780033049,0,8,12,12,11
56261,4,8,8,8,8,16,48,112,80,0,3,1,1,4,0,0,2,12,2,1,5,20,1,2,1,12,1,2,0,0,0,1,0.75,4,2.6666666666666665,1.6,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,3.1666666666666665,2.6,0,1,16,4,9,0,0,0,5,3.2,3,9,2.888888888888889,2,1,2,3,8,3.0,0,7,11,15,12
56262,4,8,8,8,12,16,32,96,96,16,3,1,0,4,0,0,3,8,2,2,2,16,2,3,2,16,2,1,0,4,1,0,0.9375,4,3.0,1.8,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,3.3333333333333335,2.6,0,1,14,4,9,0,0,0,5,3.4,3,8,2.875,2,1,3,4,8,3.0,0,8,14,14,12
56263,6,6,6,10,10,36,16,120,80,4,4,1,1,6,0,0,1,8,2,0,4,20,2,0,2,16,2,0,1,2,1,0,1.0,4,3.2,1.4545454545454546,4.654545454545455,0.190940653956,0.625,0.25,0.625,2.625,4,3.4,2.272727272727273,0,2,16,4,9,0,0,0,4,3.5,3,8,2.75,2,1,3,4,10,2.848681565885773,0,7,11,14,11
56264,2,6,6,6,10,4,80,152,16,4,4,2,0,2,0,0,1,16,4,0,3,28,4,0,2,8,2,0,1,2,0,0,0.4375,3,2.0,1.5555555555555556,3.111111111111111,0.093169499062,0.625,0.108253175473,0.625,2.375,3,2.4285714285714284,2.3333333333333335,0,3,18,4,7,0,0,0,4,2.75,2,6,2.6666666666666665,2,1,1,2,6,3.325375780033049,0,6,8,8,7
56265,4,4,8,8,12,16,32,160,32,16,3,2,1,4,0,0,3,8,2,2,3,24,2,2,2,8,0,2,0,4,0,0,0.75,3,2.6666666666666665,1.6,4.266666666666667,0.093169499062,0.75,0.176776695297,0.75,2.625,3,3.0,2.4,0,2,16,4,9,0,0,0,4,3.0,3,7,2.7142857142857144,2,1,2,3,8,3.0,0,6,12,11,10
56266,4,4,8,8,8,16,48,176,16,0,3,1,0,4,0,0,2,12,3,1,4,28,3,1,1,4,1,3,0,0,0,1,0.4375,3,2.3333333333333335,1.4,3.2666666666666666,0.117851130198,0.75,0.176776695297,0.75,2.5,3,3.0,2.2,0,3,18,3,7,0,0,0,5,3.0,3,6,2.5,2,1,1,2,8,3.0,0,6,8,10,8
56267,6,2,6,10,10,36,16,184,16,4,4,1,1,6,0,0,2,8,3,0,2,28,3,0,3,8,1,0,1,2,0,0,0.6875,3,2.8,1.2727272727272727,3.5636363636363635,0.117851130198,0.625,0.207289049397,0.625,2.375,3,3.0,2.090909090909091,0,4,18,4,7,0,0,0,3,3.0,3,6,2.3333333333333335,2,1,2,3,10,2.848681565885773,0,6,8,10,8
56268,4,4,4,8,12,16,80,112,48,0,3,2,0,4,0,0,2,12,2,2,0,20,2,2,3,12,2,1,0,0,0,1,0.6875,4,2.3333333333333335,1.4,3.2666666666666666,0.171796067734,0.75,0.0,0.5,2.375,4,2.5,2.3,0,4,18,4,8,0,0,0,3,3.0,2,7,2.5714285714285716,2,1,2,3,8,3.0,0,6,10,11,9
56269,6,6,6,6,10,36,48,120,48,4,4,2,1,6,0,0,2,12,2,0,6,24,2,0,1,12,2,0,1,2,0,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.625,4,3.2,2.3636363636363638,0,3,18,4,10,0,0,0,4,3.25,3,9,2.6666666666666665,2,1,2,3,6,3.325375780033049,0,5,12,14,11
56270,6,6,6,6,10,36,48,120,48,4,4,1,0,6,0,0,3,12,3,0,3,24,3,0,2,12,3,0,1,2,1,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,3.2,2.1818181818181817,0,4,18,4,8,0,0,0,4,3.25,3,7,2.4285714285714284,2,1,2,3,6,3.325375780033049,0,7,10,13,10
56271,8,4,4,8,8,64,32,128,32,0,3,1,1,8,0,0,1,8,1,2,3,24,2,1,2,8,1,2,0,0,0,1,1.0,4,3.0,1.0,3.0,0.093169499062,0.5,0.125,0.5,2.375,4,3.25,2.0833333333333335,0,6,20,4,8,0,0,0,3,3.3333333333333335,3,8,2.25,2,1,2,3,8,3.0,0,6,10,13,9
56272,2,6,6,6,10,4,80,152,16,4,4,1,0,2,0,0,2,16,3,0,3,28,3,0,3,8,3,0,1,2,1,0,0.4375,3,2.0,1.5555555555555556,3.111111111111111,0.093169499062,0.625,0.108253175473,0.625,2.375,3,2.4285714285714284,2.3333333333333335,0,3,18,4,7,0,0,0,4,2.75,2,6,2.6666666666666665,2,1,1,2,6,3.325375780033049,0,7,9,8,8
56273,4,4,8,8,8,16,48,176,16,0,3,1,1,4,0,0,2,12,2,1,3,28,2,1,1,4,0,3,0,0,0,1,0.4375,3,2.3333333333333335,1.4,3.2666666666666666,0.117851130198,0.75,0.176776695297,0.75,2.5,3,3.0,2.2,0,3,18,3,7,0,0,0,5,3.0,3,6,2.5,2,1,1,2,8,3.0,0,6,8,11,8
56274,4,4,8,8,12,16,32,160,32,16,3,1,0,4,0,0,3,8,2,2,4,24,2,2,2,8,2,2,0,4,1,0,0.75,3,2.6666666666666665,1.6,4.266666666666667,0.093169499062,0.75,0.176776695297,0.75,2.625,3,3.0,2.4,0,2,16,4,9,0,0,0,4,3.0,3,7,2.7142857142857144,2,1,2,3,8,3.0,0,8,12,12,10
56275,6,2,6,10,10,36,16,184,16,4,4,1,1,6,0,0,1,8,2,0,2,28,2,0,2,8,2,0,1,2,1,0,0.6875,3,2.8,1.2727272727272727,3.5636363636363635,0.117851130198,0.625,0.207289049397,0.625,2.375,3,3.0,2.090909090909091,0,4,18,4,7,0,0,0,3,3.0,3,6,2.3333333333333335,2,1,2,3,10,2.848681565885773,0,7,6,11,7
56276,4,8,8,8,8,16,64,96,64,16,2,1,0,4,0,0,3,16,3,0,4,24,3,0,0,16,3,0,0,4,1,0,1.0,4,2.6666666666666665,1.6,4.266666666666667,0.0,0.5,0.0,0.5,2.6875,4,3.1666666666666665,2.4,0,2,16,4,9,0,0,0,5,3.2,3,7,2.7142857142857144,2,1,2,3,4,4.0,0,8,14,14,12
56277,6,6,6,6,10,36,48,120,48,4,4,1,1,6,0,0,1,12,3,0,2,24,3,0,4,12,3,0,1,2,1,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,3.2,2.1818181818181817,0,4,18,4,8,0,0,0,4,3.25,3,7,2.4285714285714284,2,1,2,3,6,3.325375780033049,0,8,9,13,9
56278,6,6,10,10,10,36,16,88,80,36,4,1,0,6,0,0,4,8,3,0,3,20,3,0,3,16,3,0,1,6,1,0,1.4375,4,3.6,1.6363636363636365,5.8909090909090915,0.093169499062,0.625,0.108253175473,0.625,2.8125,4,3.6,2.4545454545454546,0,2,14,4,10,0,0,0,4,3.75,3,8,2.75,2,1,4,5,6,3.325375780033049,0,7,16,16,13
56279,8,4,8,8,8,64,16,112,48,16,3,1,1,8,0,0,0,4,0,3,3,20,1,2,1,12,2,1,0,4,1,0,1.4375,4,3.5,1.1666666666666667,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,3.5,2.0833333333333335,0,5,18,4,8,0,0,0,3,3.6666666666666665,3,7,2.2857142857142856,2,1,3,4,8,3.0,0,7,9,13,9
56280,4,4,8,8,8,16,48,176,16,0,3,1,0,4,0,0,2,12,3,1,4,28,3,1,1,4,1,3,0,0,0,1,0.4375,3,2.3333333333333335,1.4,3.2666666666666666,0.117851130198,0.75,0.176776695297,0.75,2.5,3,3.0,2.2,0,3,18,3,7,0,0,0,5,3.0,3,6,2.5,2,1,1,2,8,3.0,0,6,8,10,8
56281,6,2,6,10,10,36,16,184,16,4,4,1,1,6,0,0,2,8,3,0,2,28,3,0,3,8,1,0,1,2,0,0,0.6875,3,2.8,1.2727272727272727,3.5636363636363635,0.117851130198,0.625,0.207289049397,0.625,2.375,3,3.0,2.090909090909091,0,4,18,4,7,0,0,0,3,3.0,3,6,2.3333333333333335,2,1,2,3,10,2.848681565885773,0,6,8,10,8
56282,6,2,6,10,10,36,16,184,16,4,4,2,0,6,0,0,3,8,4,0,3,28,4,0,4,8,4,0,1,2,1,0,0.6875,3,2.8,1.2727272727272727,3.5636363636363635,0.117851130198,0.625,0.207289049397,0.625,2.375,3,3.0,2.090909090909091,0,4,18,4,7,0,0,0,3,3.0,3,6,2.3333333333333335,2,1,2,3,10,2.848681565885773,0,6,10,10,8
56283,8,0,8,8,8,64,0,192,0,0,2,2,1,8,0,0,1,0,0,4,3,24,1,3,0,0,0,4,0,0,0,1,0.75,3,3.0,1.0,3.0,0.0,0.5,0.216506350946,0.5,2.25,3,3.0,2.0,0,6,20,3,6,0,0,0,2,3.0,3,6,2.0,2,1,2,3,8,2.0,0,4,6,9,6
56284,6,6,6,6,10,36,48,120,48,4,4,1,0,6,0,0,3,12,3,0,3,24,3,0,2,12,3,0,1,2,1,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,3.2,2.1818181818181817,0,4,18,4,8,0,0,0,4,3.25,3,7,2.4285714285714284,2,1,2,3,6,3.325375780033049,0,7,10,13,10
56285,8,4,4,8,8,64,32,128,32,0,3,1,1,8,0,0,1,8,1,2,3,24,2,1,2,8,1,2,0,0,0,1,1.0,4,3.0,1.0,3.0,0.093169499062,0.5,0.125,0.5,2.375,4,3.25,2.0833333333333335,0,6,20,4,8,0,0,0,3,3.3333333333333335,3,8,2.25,2,1,2,3,8,3.0,0,6,10,13,9
56286,8,4,8,8,8,64,16,112,48,16,3,2,0,8,0,0,4,4,1,3,4,20,2,2,1,12,3,1,0,4,1,0,1.4375,4,3.5,1.1666666666666667,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,3.5,2.0833333333333335,0,5,18,4,8,0,0,0,3,3.6666666666666665,3,7,2.2857142857142856,2,1,3,4,8,3.0,0,5,13,14,10
56287,10,2,6,6,6,100,16,120,16,4,4,2,1,10,0,0,0,8,1,0,2,24,2,0,3,8,3,0,1,2,1,0,1.1875,4,3.3333333333333335,0.7692307692307693,2.5641025641025643,0.0,0.375,0.108253175473,0.375,2.25,4,3.3333333333333335,2.0,0,9,22,4,7,0,0,0,2,3.5,3,9,2.0,2,1,2,3,10,2.848681565885773,0,5,8,12,7
56288,2,6,6,10,10,4,80,88,80,4,4,1,0,2,0,0,1,16,4,0,3,20,4,0,2,16,2,0,1,2,0,0,0.75,4,2.2857142857142856,1.7777777777777777,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5714285714285716,2.5555555555555554,0,2,16,4,9,0,0,0,4,3.0,2,7,2.857142857142857,2,1,2,3,6,3.325375780033049,0,8,11,12,11
56289,4,8,8,8,12,16,32,96,96,16,3,1,1,4,0,0,3,8,2,2,3,16,1,3,2,16,1,1,0,4,0,0,0.9375,4,3.0,1.8,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,3.3333333333333335,2.6,0,1,14,4,9,0,0,0,5,3.4,3,8,2.875,2,1,3,4,8,3.0,0,8,14,15,13
56290,4,8,8,8,8,16,48,112,80,0,3,2,0,4,0,0,2,12,3,1,4,20,3,2,1,12,1,2,0,0,0,1,0.75,4,2.6666666666666665,1.6,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,3.1666666666666665,2.6,0,1,16,4,9,0,0,0,5,3.2,3,9,2.888888888888889,2,1,2,3,8,3.0,0,6,10,14,10
56291,6,6,6,10,10,36,16,120,80,4,4,2,1,6,0,0,2,8,3,0,2,20,3,0,3,16,1,0,1,2,0,0,1.0,4,3.2,1.4545454545454546,4.654545454545455,0.190940653956,0.625,0.25,0.625,2.625,4,3.4,2.272727272727273,0,2,16,4,9,0,0,0,4,3.5,3,8,2.75,2,1,3,4,10,2.848681565885773,0,6,11,15,11
56292,4,8,8,8,12,16,48,48,144,0,3,1,0,4,0,0,2,12,3,1,2,12,2,3,1,20,2,1,0,0,0,1,0.9375,4,3.0,1.8,5.4,0.144337567297,0.75,0.125,0.5,2.875,4,3.3333333333333335,2.6,0,1,14,4,10,0,0,0,5,3.4,3,8,2.875,2,1,3,4,8,3.0,0,7,14,16,13
56293,6,6,10,10,10,36,16,56,144,4,4,1,1,6,0,0,2,8,3,0,4,16,2,0,3,20,2,0,1,2,0,0,1.1875,4,3.6,1.6363636363636365,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,3.6,2.6363636363636362,0,1,14,4,10,0,0,0,4,3.75,3,10,2.9,2,1,4,5,10,2.848681565885773,0,7,14,17,14
56294,6,6,10,10,10,36,16,56,144,4,4,2,0,6,0,0,3,8,4,0,1,16,5,0,4,20,3,0,1,2,1,0,1.1875,4,3.6,1.6363636363636365,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,3.6,2.6363636363636362,0,1,14,4,10,0,0,0,4,3.75,3,10,2.9,2,1,4,5,10,2.848681565885773,0,6,15,17,13
56295,8,8,8,8,8,64,0,64,128,0,2,2,1,8,0,0,1,0,0,4,5,8,0,5,0,16,1,2,0,0,0,1,1.5,4,4.0,1.3333333333333333,5.333333333333333,0.186338998125,0.5,0.25,0.5,2.75,4,4.0,2.3333333333333335,0,2,16,4,10,0,0,0,4,4.0,4,10,2.8,2,1,4,5,8,2.0,0,5,14,17,13
56296,4,8,8,8,8,16,64,96,64,16,2,2,0,4,0,0,1,16,4,0,4,24,4,0,0,16,2,0,0,4,0,0,1.0,4,2.6666666666666665,1.6,4.266666666666667,0.0,0.5,0.0,0.5,2.6875,4,3.1666666666666665,2.4,0,2,16,4,9,0,0,0,5,3.2,3,7,2.7142857142857144,2,1,2,3,4,4.0,0,6,12,14,10
56297,6,6,10,10,10,36,16,88,80,36,4,2,1,6,0,0,3,8,4,0,2,20,4,0,4,16,2,0,1,6,0,0,1.4375,4,3.6,1.6363636363636365,5.8909090909090915,0.093169499062,0.625,0.108253175473,0.625,2.8125,4,3.6,2.4545454545454546,0,2,14,4,10,0,0,0,4,3.75,3,8,2.75,2,1,4,5,6,3.325375780033049,0,6,16,17,13
56298,6,6,6,6,10,36,48,120,48,4,4,1,0,6,0,0,2,12,4,0,3,24,4,0,3,12,2,0,1,2,0,0,0.9375,4,2.8,1.2727272727272727,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,3.2,2.1818181818181817,0,4,18,4,8,0,0,0,4,3.25,3,7,2.4285714285714284,2,1,2,3,6,3.325375780033049,0,8,10,13,9
56299,8,4,8,8,8,64,16,112,48,16,3,1,1,8,0,0,2,4,1,3,3,20,2,2,1,12,1,1,0,4,0,0,1.4375,4,3.5,1.1666666666666667,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,3.5,2.0833333333333335,0,5,18,4,8,0,0,0,3,3.6666666666666665,3,7,2.2857142857142856,2,1,3,4,8,3.0,0,8,11,13,10
